States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	47200	92600	92600	65190	65190	81293	53752	52218	64811	53752	54055	48231	53219.75	129125	99350	79115.25	78493	94628.5	57176	59821.25	72735.25	57176	58979	53644.25	55906.5	144300	144300	84592	84331	101594.5	58992	65008	76572	58992	63613.5	55662.5	58439.5	147000	144975	90538.5	89718	106965.5	60518.75	69568.75	79665.75	60518.75	68960.5	57536.5	69286	199600	199600	104052	104052	127334	71074	84891	87607	71074	83710	64879	56279.93	136065	133179	84852.63	84060.22	101226.32	59042.75	65116.99	76513.56	59042.75	64204.68	55789.52
20	138640	298500	204400	202335	192879	223415	122689	126502	165134	122689	127585	119274	157850.5	303900	303900	217450.5	206627	249829.25	129167.75	137904	177352.5	129167.75	136824	124004.5	167913	398000	309300	222094.5	213745.5	261842	131540.5	145663	183445.5	131540.5	142288	125860.5	173002.25	408800	405200	227669.75	221885.25	270101.75	135198	157159.25	190069.75	135198	152644.25	128768.5	207447	511000	511000	253665	253665	299547	163411	179160	202957	163411	173177	149008	166273.38	362595	349462	222842.52	215308.59	260721.33	133119.43	147795.29	183986.57	133119.43	144611.52	127203.58
30	245920	463500	463500	349024	327855	400908	198785	207171	285816	198785	204740	192218	307313	625200	621600	369329	351324	428322.5	209298.75	226903.75	295786.75	209298.75	221840.25	199820.75	322808	628800	628800	377969.5	362172.5	441032	215302.5	237051.5	302842	215302.5	228463.5	205914	341532.25	636000	636000	388917.75	375313	458393.25	220993.25	248351.25	310447.25	220993.25	238397.25	210868.75	410014	799500	799500	425696	424976	492753	257410	273626	332211	257410	259992	227037	323069.21	650205	634440	381104.66	363929.73	442749.95	216309.52	237907.34	303213.1	216309.52	229389.86	206372.87
40	447327	838000	838000	505348	475282	594170	277446	301171	405098	277446	290597	270824	515538.75	852400	852400	545758.5	520422.25	628254	295231.75	330270.75	422845	295231.75	311969.25	281416.5	542265	883000	861400	561500.5	533395	640094	302628.5	341164	428080.5	302628.5	323256	287471	562792.5	1065500	1061000	573728.5	547212.75	657475.25	312020.25	354964.75	437776	312020.25	332636	294552	634637	1289400	1289400	611484	611484	713353	355067	405585	472528	355067	365716	321095	539889.69	959996	940664	559634.65	533765.5	643315.08	304599.87	342983.87	430298.12	304599.87	323672.61	288294.27
50	706265	1065200	1065200	709424	672417	814739	354912	398935	530236	354912	386432	346483	785381	1103900	1090400	740579.75	697514.75	836746.25	386011	437407.5	551699.5	386011	410152.25	364269.25	820998	1354000	1349500	749917.5	715677	853686.5	397102	450562	561166	397102	421791	371970	857100.25	1367500	1364125	759379.75	733751.5	878856	409720.25	467940.25	573521.25	409720.25	434287.5	383795	964598	1630200	1630200	814978	785555	928820	476094	519754	605063	476094	469647	425573	822754.27	1295605	1271206	751164.33	718417.47	858980.91	399006.24	452324.78	562201.52	399006.24	422617.63	373853.01
60	1067059	1292400	1292400	900223	858692	995195	449201	498573	658610	449201	454681	426924	1144936.5	1638000	1638000	934835.25	898018.75	1053840	477859	537667.75	686200.75	477859	493302.5	449265	1186707.5	1651500	1651500	947508.5	916566	1067398	487611	556794	693616.5	487611	511189.5	456123.5	1277141	1665000	1660500	962178	933591.75	1093870	500825.25	573376.25	700345	500825.25	529634.25	465000	1460960	2008800	2008800	1007968	989578	1163434	574738	656257	733832	574738	566914	520348	1204016.09	1675935	1646433	948199.42	916228.64	1073295.44	490048.81	558205.61	694171.45	490048.81	512039.45	457867.55
70	1485707	1541200	1537600	1123496	1045610	1239005	535282	616197	794090	535282	554244	510404	1622441	1935500	1935500	1143641	1096896	1277696	573697	648125.25	820222.5	573697	598253.5	538506.75	1694979	1949000	1949000	1158146.5	1119988.5	1301591.5	592966.5	670802.5	831955	592966.5	608440.5	552904	1769598.5	2290200	1978250	1169896.5	1146869	1323836	617380.5	691164	841907.25	617380.5	621616.5	568284.5	1976007	2403600	2403600	1212944	1196076	1391933	666335	797253	884447	666335	696034	606195	1696597.86	2011873	1996290	1158601.4	1120779.54	1302756.25	595900.67	672503.94	831790.62	595900.67	611346.8	553989.29
80	1873788	1775600	1775600	1320119	1275896	1471483	629094	719069	932393	629094	660843	588613	2244542.75	2246500	2242000	1359528.25	1310660.25	1523388.25	671339.75	772839	961450	671339.75	702659.5	630738.25	2348396.5	2260000	2255500	1377042.5	1329729.5	1544442	694319.5	793836.5	970978.5	694319.5	715018.5	643358	2428411.75	2690400	2680950	1393678.75	1351805.25	1572822.25	712630.5	821544.75	986253.75	712630.5	729715.25	661958.5	2617030	2744400	2744400	1457634	1433533	1699680	789469	891295	1035992	789469	767914	726201	2340021.55	2403717	2363325	1377457.56	1333731.78	1548485.22	696657.52	798271.11	974153.76	696657.52	715852.57	647349.06
90	2740623	2521500	2042400	1528961	1460656	1709859	728922	860297	1070824	728922	761527	678677	2957857.75	2548500	2544000	1575512.5	1521610.75	1757570.25	769685.75	907965.25	1103472.25	769685.75	793851.75	719600	3040823	2575500	2566500	1591671	1540994	1787562	787783.5	925626.5	1115699.5	787783.5	816093	734705.5	3188351	3052800	3048750	1613775.5	1566718	1814492.25	813084.5	953743.75	1129491	813084.5	837232.75	749056.25	3488592	3586800	3586800	1667625	1631216	1921842	894999	1010049	1186562	894999	901097	799992	3068996.65	2790570	2759943	1595598.36	1545370.15	1788711.01	790695.38	929831.91	1116163.67	790695.38	817359.07	734975.97
100	3350663	2819000	2819000	1766577	1675845	1944569	803729	974650	1218105	803729	872597	763419	3715897.75	2859500	2855000	1811852	1728040.25	2017706.75	874819.25	1035371.75	1248221	874819.25	901699	817096.25	3801103	3404400	2904500	1828119	1757967	2042184.5	889382.5	1057794	1264998	889382.5	920690.5	833681	3910508.75	3432750	3426000	1845316.75	1797006	2070346	913249.75	1082545.5	1277114	913249.75	936463	845324	4402611	4015900	4015900	1910878	1863526	2160901	966885	1169883	1311397	966885	985671	890233	3817197.04	3213790	3145207	1829503.21	1763474.46	2046709.12	892213.38	1058673.74	1263245.1	892213.38	921182.96	832153.07
