States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	299	294	286	272	272	272	299	299	232	299	291	218	315	411	316	293.75	293	318.75	325	334.5	293	325	324	244.75	328	585	585	324	313	355	341	360	320	341	340	260	339.25	621	607.5	365.5	360.25	404	359	388.5	362.5	359	363.75	278.25	529	1268	1268	687	578	629	507	625	556	507	503	396	333.52	561.91	549.29	336.16	331.5	367.83	345.56	366.28	333.47	345.56	350.27	263.04
20	715	1275	1275	792	730	820	777	851	801	777	755	549	805.5	1401	1396.5	920.75	941.75	1021	835	947.75	889.5	835	870.75	637.75	854.5	2000	2000	1028	1017	1083.5	856	990	941	856	909	678.5	957	2084	2084	1093.5	1099.75	1198.5	893.25	1040.25	1047.25	893.25	955.5	703.25	1471	2987	2987	1662	1635	1788	1079	1295	1438	1079	1123	836	885.95	1855.36	1834.33	1021.48	1024.86	1108.91	866.85	1002.22	966.12	866.85	915.59	677.12
30	1257	2091	2091	1465	1472	1632	1273	1405	1431	1273	1324	1022	1589.5	3236	3236	1806.5	1880	1889.5	1388.75	1643	1600.25	1388.75	1453.5	1108	1727.5	3320	3320	1948	1988.5	1997	1441	1717	1692	1441	1547.5	1151.5	1941.75	4289	4289	2084.5	2124.5	2128	1500.25	1788.75	1764.75	1500.25	1647	1210	2690	5466	5466	2656	2656	2423	1691	2196	2043	1691	1851	1337	1794.23	3579.88	3611.71	1955.29	2003.07	2009.4	1450.56	1726.14	1692.35	1450.56	1550.04	1159.42
40	2115	4444	4444	2570	2648	2558	1841	2198	2104	1841	1934	1466	2630.25	4640	4640	2933.75	2948.25	2873.5	1986.75	2428.25	2359.25	1986.75	2139.25	1595.75	2960.5	6021	6021	3061	3110	3011	2059.5	2533	2452	2059.5	2213.5	1649.5	3197.5	6211	6211	3182.75	3251	3189.5	2133	2643.75	2565	2133	2314.5	1714.75	4269	7878	7734	3636	3934	3576	2477	3068	3026	2477	2690	1919	2951.61	5640.54	5646.36	3052.86	3115.28	3030.64	2080.94	2549.98	2470.68	2080.94	2227.08	1662.01
50	2940	5708	5271	3697	3682	3682	2447	3039	2955	2447	2511	2027	4151.25	7344.25	6623	4062.5	4129.75	4002.5	2626	3277	3208.25	2626	2833.25	2144.75	4567	7886	7867	4240.5	4322.5	4203	2700.5	3456.5	3371.5	2700.5	2943	2184.5	4964.25	8057	8028.5	4475	4512	4425	2785.25	3593.5	3514.25	2785.25	3058.25	2236	6247	10674	10674	5113	5092	4964	3665	4043	3920	3665	3530	2546	4573.64	7668	7615.85	4273.25	4339.23	4222.44	2724.53	3450.73	3375.56	2724.53	2963.63	2195.99
60	4302	7084	7084	4793	4722	4844	3065	3575	3873	3065	3119	2510	5380	9551.5	9599	5324.5	5385.5	5184.5	3264.75	4122.75	4095.5	3264.75	3510.75	2663.75	5842.5	9808	9827	5495	5563.5	5354	3367	4283.5	4226	3367	3616	2741.5	6504	10216.5	10353	5789	5841.25	5563	3483.25	4448.75	4361.5	3483.25	3765	2818.75	9267	13064	12872	6999	6719	6458	4199	5019	4760	4199	4167	3185	6016.71	9832.36	9908.29	5550.09	5625.79	5376.94	3403.01	4281.53	4241.2	3403.01	3644.2	2749.14
70	5617	9218	9218	6375	6276	6192	3764	4802	4837	3764	3972	3101	7283.25	11521	11549.5	6665.5	6759	6465.5	3975.75	5089.25	5082.75	3975.75	4350	3257.25	7908.5	11768	11787	6897	6950.5	6659	4086	5258.5	5173.5	4086	4468.5	3346	8435.75	12232.5	12308.5	7154	7148.75	6854.5	4205	5441.25	5364.5	4205	4593.75	3420.75	10188	15498	15498	8245	8461	7966	5053	6366	6363	5053	5193	3613	7895.25	12131.89	12223.52	6950.6	7018.68	6693.06	4131.56	5286.7	5222.66	4131.56	4488.99	3342.27
80	7037	10032	10032	7611	7616	7210	4468	5390	5396	4468	4820	3700	8917	13481	13471.5	8166.75	8185.5	7725	4674.5	6037.75	5990.25	4674.5	5083.5	3821.75	9731.5	13937	13899	8417.5	8405	7956	4781.5	6159.5	6158	4781.5	5231.5	3907.5	10642.25	16662	16674	8694.5	8783.5	8188.5	4934.25	6312	6387.75	4934.25	5403.25	3976.75	13199	18054	18054	9456	10045	8780	5745	7049	6711	5745	5860	4274	9771.86	14554.42	14556.72	8426.7	8501.52	7967.34	4837	6183.68	6164.9	4837	5253.26	3910.25
90	9488	12254	12310	8920	8949	8554	5186	6292	6640	5186	5522	4220	11169	15555	15621.5	9644	9643	9175	5386.75	7025	7015.25	5386.75	5910	4444.5	11766	16305	16476	9966	9878.5	9420	5515	7178.5	7216.5	5515	6059	4536	12772.75	19458	19470	10224.75	10272.25	9666.5	5721.75	7401.75	7391.25	5721.75	6244	4620.25	16170	20744	25203	11491	11462	10420	6653	7789	8127	6653	6960	4812	11966.43	17204.38	17428	9952.07	9967.78	9404.88	5598.65	7187.73	7218.32	5598.65	6081.65	4528.76
100	11046	14150	13758	10323	10354	9970	5817	7206	7587	5817	6147	4852	13099.75	17657.5	17619.5	11184.75	11052.75	10588	6156	7940.5	8001.25	6156	6694.75	5052.5	13973.5	18821	18624	11487	11283.5	10800	6309	8202	8200	6309	6865	5166	15054.75	21918	21870	11754.25	11820.25	11071.5	6515.25	8415.75	8394.25	6515.25	7035.75	5285.25	19060	23826	24594	14379	13686	11710	7559	9740	9013	7559	7677	5519	14137.32	19802.51	19594.58	11506.79	11492.78	10825.62	6367.89	8188.07	8214.38	6367.89	6876.92	5172.69
