States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	828	1622	1622	1025	1000	1372	925	1069	1169	925	920	777	963.5	2221	2221	1140.5	1139.75	1476	974	1240.5	1287.75	974	1046	848.5	1019.5	2299	2299	1207.5	1209	1556	1032.5	1319.5	1361	1032.5	1112.5	886.5	1075	2762	2762	1272	1262.25	1631.5	1122	1404.75	1442	1122	1180	953.5	1251	3844	3421	1569	1569	2242	1430	1740	1881	1430	1398	1239	1023.97	2446.26	2365.41	1208.9	1207.42	1585.06	1061.39	1328.03	1379.2	1061.39	1119.63	906.53
20	3135	5385	5373	3391	3439	4412	2367	3310	3567	2367	2566	2103	3627.5	7307	7189	3736.75	3715.75	4661.5	2556.25	3708	3707.75	2556.25	2785.5	2264.5	3865.5	7543	7543	3870.5	3809.5	4789	2693.5	3862.5	3797	2693.5	2888	2327	4014.5	8508	8508	3970.5	3929.5	4951	2800	4028.75	3929.25	2800	3054.75	2434	4468	10585	10499	4390	4284	5636	3440	4417	4414	3440	3238	2903	3824.53	7721.95	7661.57	3869.88	3828.94	4825.46	2701.07	3860.2	3838.49	2701.07	2912.63	2354.89
30	7289	11311	10444	6846	6458	8002	4205	6468	6217	4205	4660	3759	8266.25	13448	13448	7163	6979.5	8511.5	4631	6933.25	6491.75	4631	4861.5	4055.25	8619	14301	14050	7296	7146.5	8668	4852	7101	6625	4852	5043.5	4158	8882.25	15665	15388.5	7442	7301.75	8864.5	5064	7342.5	6788.75	5064	5193.5	4348.75	9853	18386	20347	7850	7897	10288	5642	8546	7565	5642	5665	4781	8583.2	14433.78	14275	7307.08	7139.3	8725.68	4851.44	7165.61	6667.37	4851.44	5043.77	4200.53
40	12730	16825	16707	10470	9917	12360	6075	9594	9143	6075	6667	5540	14974.25	19485.5	19623.5	11009.75	10682.75	12863.5	6701.5	10452.75	9587	6701.5	7217	5923	15515.5	21463	21621	11269	10933.5	13109	7013.5	10777	9780	7013.5	7411.5	6088	16078	23108.75	23456.5	11488	11216.5	13548	7329	11086.75	10101	7329	7541.75	6242.25	17446	27785	27785	12006	11804	14968	8609	12814	10803	8609	8083	7454	15519.49	21497.47	21725.24	11247.5	10930.64	13218.24	7051.57	10789.31	9839.57	7051.57	7398.39	6122.41
50	21717	21501	23742	14518	13859	17134	8332	13484	12294	8332	9365	7387	24005.75	27577	27419	15308	14892.25	17646	9035	14675	12799.5	9035	9715.75	7843.5	24865.5	29369	29159	15654	15214.5	18008	9354	14986.5	13085	9354	9929.5	8086	25662.5	31304.5	31204	15925.5	15616.75	18383.5	9885	15287.75	13321.75	9885	10151.25	8392.25	27720	34815	37623	16645	16243	20698	11241	16240	14695	11241	10973	9833	24840.68	29310.56	29135.28	15636.03	15234.51	18050.54	9470.6	14976.42	13098.73	9470.6	9968	8171.22
60	32966	27497	31126	18746	18272	22234	10075	18263	15904	10075	11887	9090	35499	35525	35779	20097	19529.25	22906	11314	19042.25	16313	11314	12452.25	9798	36692.5	38406	38050	20480	19955.5	23242	11631.5	19380.5	16572.5	11631.5	12682	10080.5	38225.75	40109	39964.5	20861.25	20365	23646	12087.5	19867.75	16903.25	12087.5	12866.5	10392.25	40656	48420	54021	22434	21630	25248	17451	21729	18115	17451	13463	15869	36828.82	37907.61	38365.38	20473.03	19912.54	23339.7	11748.32	19477.43	16624.94	11748.32	12659.53	10185.64
70	46368	37530	38794	24264	22834	27354	12549	21995	19135	12549	14643	11294	50467	44078.5	44568	25086.75	24212.25	28259.5	13596.25	23668.75	19914.25	13596.25	15372.75	11733.5	52040.5	45939.5	46860	25527	24665	28699	14111	24205.5	20125.5	14111	15611	12088	53097	49489	50132.5	25849	25288	29092.5	14649	24641.25	20400.5	14649	15868	12509.5	56158	58958	56996	26954	26989	31712	16353	26625	22087	16353	16581	13943	51841.83	46211.63	47076.02	25511.08	24805.93	28749.84	14175.94	24196.88	20172.93	14175.94	15606.78	12193.09
80	60257	42577	42341	29318	28268	33008	15072	27544	22558	15072	17615	13132	66982.5	53541.75	53355.5	30300.5	29338.5	33874.5	16100.5	28661.75	23557.75	16100.5	18345.75	13975	68940	55447	56248	30783	30020.5	34301	16610.5	29117.5	23845	16610.5	18566.5	14256	70391.75	58311	60723	31322.75	30580	34873.5	17160	29738.5	24161.5	17160	18951.5	14684.5	74235	63117	72112	34210	32853	37556	20137	31654	25740	20137	19671	17280	68684.49	55501.86	56617.3	30903.67	29996.31	34438.14	16702.62	29229.35	23895.19	16702.62	18617.42	14400.37
90	79829	50978	53884	34527	32706	38206	17480	32668	26623	17480	20568	15398	87308.5	60386.25	61967.75	35905.75	34743.75	39987	18441.75	34134.75	27342.75	18441.75	21300.75	16092.25	89626	63967	65502	36332.5	35312.5	40462	19204	34683.5	27747	19204	21645.5	16528.5	91342.5	67796.5	69096.25	36854.75	35894.25	41047	19758.25	35176.25	28219.25	19758.25	21913.5	16791.25	94505	75892	84711	38371	37510	42892	21325	37035	29443	21325	22952	18720	89204.15	63706.77	65241.49	36398.94	35265.11	40514.28	19160.62	34621.03	27812.89	19160.62	21656.66	16520.18
100	101880	56586	61255	39970	38056	45092	19469	37887	30482	19469	23777	17214	109193.25	67669	73143	41716.25	40690.75	46165.5	20929.5	39215.75	31311.25	20929.5	24356	18320.75	112016.5	71864	77869	42350	41357	46789	21710.5	40128.5	31730.5	21710.5	24694.5	18674	114242.75	77561	80971	42853.25	41944.25	47254	22388.25	40629	32248.25	22388.25	24995	19205.75	119040	94703	97181	44529	44438	48626	24521	42389	33540	24521	25800	20772	111625.32	72302.7	77933.3	42301.4	41341.24	46714.52	21712.52	40022.5	31761.44	21712.52	24712.61	18709.77
