States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	125790	279462	279462	177081	176781	222862	129014	122970	171452	129014	130611	117691	144679.75	379793	379793	195344.75	195254.25	236777.5	134457	146843.75	185004.25	134457	143881.75	123825	150921	387593	387593	207574	206184	249280	142204.5	160072.5	190272.5	142204.5	153286.5	127358	159140.25	474324	474324	217117.75	214948.75	257254.5	156716.75	172658	199307.25	156716.75	166317	138321	186557	663386	580655	264320	264320	363976	203133	222590	248657	203133	195741	167648	152358.89	416875.48	401918.53	205997.48	205546.53	253774.8	147797.93	162400.14	194460.67	147797.93	155666.41	131760.17
20	456015	852215	850993	563293	570029	687454	314297	335494	463188	314297	316052	292413	523904.25	1205255	1193455	621642	615903.25	724392.5	333210	394294.75	491486.75	333210	365737	308591.5	556989	1228855	1228855	638254	629702	743707	356476	415698.5	501433.5	356476	383916.5	321002.5	577714.75	1405786	1405786	655196.5	648375.5	765360.5	375647.25	444523	515927.5	375647.25	401794.75	335683	641772	1693939	1685317	705912	702617	882816	467478	498621	568581	467478	451251	404639	553547.71	1265250.67	1254387.69	638387.92	631940.78	747675.84	358653.92	418867.17	505168.88	358653.92	383053.28	323725.5
30	1038706	1841655	1634546	1110018	1051669	1233168	538921	626836	796481	538921	563017	497446	1175002	2175786	2175786	1165134.25	1134036.5	1298409	610588	725976.5	836563.75	610588	621706	541103.25	1223162.5	2261097	2236008	1181235.5	1158275	1323931	635821	762123.5	861467.5	635821	639372	562592.5	1264730.75	2517917	2490267	1205134.75	1182260.5	1354617.5	671287.25	794427.5	881866.75	671287.25	661049.25	588944	1385211	2910470	3227001	1278337	1230404	1575844	756161	993325	1003742	756161	714759	648342	1219845.49	2315316.7	2287396.92	1183817.8	1157718.26	1331225.42	637678.3	761998.21	861536.03	637678.3	640416.55	565719.42
40	1785452	2629077	2617277	1678975	1592144	1878076	771217	941497	1180339	771217	790910	717216	2085063.25	3055541.5	3069341.5	1761637	1713912.5	1949024	867373.75	1072049.75	1223918.75	867373.75	884862.75	778840	2167146	3413717	3429517	1806081	1747499.5	1977871	913476.5	1140684.5	1242482	913476.5	908806.5	805901.5	2241941.25	3618432.75	3773498	1838366.75	1796602.25	2033970	953047	1196240.25	1285073.75	953047	941417.75	831648	2413688	4366801	4366801	1901931	1874986	2242280	1128651	1303052	1383106	1128651	1011393	976102	2162246.54	3402735.11	3436743.38	1800139.11	1750892.29	1995992.96	914323.59	1133903.01	1253389.24	914323.59	908638.7	807249.88
50	2992139	3332677	3757186	2310651	2168656	2571734	1054560	1359087	1557709	1054560	1084258	958581	3289974.75	4341117	4325317	2430488.5	2369134.25	2645004.5	1163137	1540686	1613209.5	1163137	1161081.75	1023825	3400391.5	4520339	4499350	2479477.5	2409703.5	2697189	1205763	1585152.5	1637570.5	1205763	1191887	1055509.5	3516969	4914314.5	4901448	2515919.75	2461161.5	2736057	1282486.75	1630227.5	1674643	1282486.75	1226287.25	1098350.5	3789046	5465779	5746645	2613066	2550913	3074320	1425723	1854473	1851672	1425723	1281579	1257730	3403477.63	4582632.74	4549072.46	2474192.96	2412640.01	2702136.92	1219326.59	1590384.25	1646054.41	1219326.59	1191848.88	1066618.53
60	4506987	4168299	4771608	2966084	2817818	3317064	1280231	1692015	1968152	1280231	1371819	1187468	4831752	5451939	5477361	3168433.25	3066282	3417667	1434330.25	1976140.25	2041207.5	1434330.25	1449711.25	1259627.25	5003722	5978259	5944848	3210875.5	3125623.5	3449810	1490763.5	2054958	2071791	1490763.5	1483765.5	1302868.5	5193518.5	6150786.5	6136342	3260197.25	3188814	3510149	1547414	2126863	2105775.5	1547414	1507498	1347167	5507625	7462754	8263307	3478389	3340353	3756208	2130153	2417354	2246007	2130153	1588831	1841182	5004112.18	5856096.29	5918706.76	3210171.43	3122960	3467734.02	1496005.27	2056250.62	2078317.69	1496005.27	1479536.64	1310267.93
70	6270938	5688030	5814452	3807616	3569183	4055594	1582915	2315972	2386289	1582915	1635633	1454336	6858445	6683733	6917048	3910234.25	3790342.25	4184769	1715773.75	2515891.25	2467973.5	1715773.75	1754184	1505797	7042921	7086148	7181870	3972232	3853972.5	4241432	1785035	2578896.5	2493879.5	1785035	1793664	1547418	7189395	7725179	7789529	4030453.75	3941859.5	4301383	1864231.25	2651907.5	2544126.75	1864231.25	1828213	1609442.75	7557684	8952554	8756354	4166519	4168159	4630056	2058823	2870003	2693555	2058823	1917801	1743067	7016908.63	7086187.35	7220299.84	3973889.49	3865003.67	4253689.14	1796402.46	2579079.85	2509183.23	1796402.46	1789350.09	1564758.23
80	8140752	6148343	6124743	4577525	4351155	4866208	1878335	2823614	2826542	1878335	1952818	1688672	9024997.25	8191864.5	8187420	4709098.25	4542560.5	4998531.5	2035205.25	3024570	2913999.75	2035205.25	2066197.5	1789221.25	9272366	8387692	8476703	4762544	4645468.5	5047716	2090530	3093719	2959535.5	2090530	2099547	1828365	9451463	9003379	9244623	4842076.75	4727896.75	5118383	2176923.5	3204306.25	2988396.25	2176923.5	2138480.25	1878691.75	9994023	9484045	10703954	5148745	4957392	5480838	2523299	3424855	3196163	2523299	2245952	2156906	9258583.6	8453330.68	8622552.92	4781477.87	4644485.37	5069320.54	2108803.57	3109416.16	2959621.32	2108803.57	2101595.27	1839789.96
90	10860341	7584852	7875474	5352066	5048406	5651322	2179854	3368861	3286291	2179854	2239509	1965738	11730622.75	9154482.25	9357620	5528902.5	5345179.5	5864423	2332626.25	3608028.25	3384077.75	2332626.25	2384999.75	2051463.5	12024995.5	9595692	9758114	5594696	5433941	5929196	2411947.5	3672386.5	3419995.5	2411947.5	2418480	2103733.5	12276286.25	10347951	10451901	5664407.75	5509948.25	6001394	2480150	3775767.25	3472091.75	2480150	2476361.5	2143974.5	12651106	11517954	12760307	5867447	5716648	6245850	2708175	4106788	3606953	2708175	2580712	2310157	11979299.78	9611001.85	9843769.77	5599491.61	5426808.38	5937090.4	2410293.15	3698281.83	3430760.61	2410293.15	2423601.58	2107090.2
100	13714606	8146205	9288939	6116413	5857759	6605080	2414526	3779873	3765654	2414526	2518085	2180973	14602606.5	10043655	10878208.5	6390675	6227960	6747017	2619034	4111333.25	3843089.25	2619034	2690134.75	2322895	14976327.5	10750292	11742423	6472465	6343053	6816566	2707599.5	4223673.5	3902405.5	2707599.5	2733313	2369451	15281343.75	11700601	12061445	6533526.5	6444633.25	6882191.5	2814767	4343081.5	3967780	2814767	2774815.25	2421819.25	15863280	14235507	14483329	6760856	6730930	7023324	3049343	4717852	4088634	3049343	2862640	2615536	14914585.07	10810530.94	11677569.88	6469202.31	6328773.89	6815428.08	2714189.97	4223375.49	3905692.42	2714189.97	2729911.17	2374775.42
