Correct/IndistMachines	FSMtype	States	Inputs	Outputs	ES	Resets	Symbols	Size	Exploration	seconds	AlgorithmType	Algorithm	AlgId	fileName
0	2	40	5	5	0	522	2558	883	0.345192	0.002661	TS	SVS-method	0	Mealy_R40_5.fsm
0	2	40	5	5	0	644	2948	844	0.286296	0.001155	TS	W-method	1	Mealy_R40_5.fsm
0	2	40	5	5	0	644	2948	844	0.286296	0.001283	TS	W-methodST	2	Mealy_R40_5.fsm
0	2	40	5	5	0	407	1858	607	0.326695	0.001208	TS	Wp-method	3	Mealy_R40_5.fsm
0	2	40	5	5	0	407	1858	607	0.326695	0.001266	TS	Wp-methodST	4	Mealy_R40_5.fsm
0	2	40	5	5	0	465	2120	665	0.313679	0.000632	TS	HSI-method	5	Mealy_R40_5.fsm
0	2	40	5	5	0	180	1156	711	0.615052	0.000969	TS	HSI-methodST	6	Mealy_R40_5.fsm
0	2	40	5	5	0	282	1529	688	0.449967	0.000833	TS	H-method	7	Mealy_R40_5.fsm
0	2	40	5	5	0	278	1521	736	0.483892	0.000803	TS	SPY-method	8	Mealy_R40_5.fsm
0	2	40	5	5	0	180	1156	711	0.615052	0.000978	TS	SPY-methodST	9	Mealy_R40_5.fsm
0	2	40	5	5	0	212	1256	686	0.546178	0.001495	TS	SPYH-method	10	Mealy_R40_5.fsm
0	2	40	5	5	0	80	1028	878	0.854086	0.017008	TS	S-method	11	Mealy_R40_5.fsm
0	2	40	5	5	1	2654	15616	4464	0.285861	0.006118	TS	SVS-method	0	Mealy_R40_5.fsm
0	2	40	5	5	1	3220	17960	4225	0.235245	0.004051	TS	W-method	1	Mealy_R40_5.fsm
0	2	40	5	5	1	3220	17960	4225	0.235245	0.004058	TS	W-methodST	2	Mealy_R40_5.fsm
0	2	40	5	5	1	2033	11346	3038	0.267760	0.003201	TS	Wp-method	3	Mealy_R40_5.fsm
0	2	40	5	5	1	2033	11346	3038	0.267760	0.003182	TS	Wp-methodST	4	Mealy_R40_5.fsm
0	2	40	5	5	1	2327	12974	3332	0.256821	0.002776	TS	HSI-method	5	Mealy_R40_5.fsm
0	2	40	5	5	1	885	6639	3584	0.539840	0.002108	TS	HSI-methodST	6	Mealy_R40_5.fsm
0	2	40	5	5	1	1265	8535	3469	0.406444	0.003313	TS	H-method	7	Mealy_R40_5.fsm
0	2	40	5	5	1	1217	8559	3961	0.462788	0.004671	TS	SPY-method	8	Mealy_R40_5.fsm
0	2	40	5	5	1	885	6639	3584	0.539840	0.002110	TS	SPY-methodST	9	Mealy_R40_5.fsm
0	2	40	5	5	1	870	6430	3361	0.522706	0.013569	TS	SPYH-method	10	Mealy_R40_5.fsm
0	2	40	5	5	1	362	6019	4993	0.829540	0.147201	TS	S-method	11	Mealy_R40_5.fsm
0	2	40	5	5	2	13258	91233	22313	0.244572	0.027478	TS	SVS-method	0	Mealy_R40_5.fsm
0	2	40	5	5	2	16100	105900	21130	0.199528	0.021601	TS	W-method	1	Mealy_R40_5.fsm
0	2	40	5	5	2	16100	105900	21130	0.199528	0.021869	TS	W-methodST	2	Mealy_R40_5.fsm
